OID_,name,code,Population,Shape_Leng,Shape_Area
257,"Oakley, Carnock and Comrie",S20001924,3860.000000000000000,11759.820457427258589,1396910.649718046188354
258,Cowie,S20001653,2720.000000000000000,5444.732057190809428,1150615.583024180494249
259,Townhill,S20002024,1160.000000000000000,4041.436694395255472,275371.177285656449385
260,Blairhall,S20001598,930.000000000000000,2479.782393873547790,323487.383254813263193
261,Kingseat (Fife),S20001817,860.000000000000000,3456.867322104616051,265048.960436931287404
262,Garelochhead,S20001748,3650.000000000000000,17452.392566644386534,2225284.313314692117274
263,Fallin,S20001727,2850.000000000000000,4598.381881129785143,698146.509742095251568
264,Clackmannan,S20001640,3260.000000000000000,5410.002463968913617,885345.839734662789851
265,Saline,S20001964,1370.000000000000000,5443.191274577368858,504453.687230010167696
266,Buchlyvie,S20001614,550.000000000000000,3859.468375079774887,225522.913090775226010
267,Gargunnock,S20001749,720.000000000000000,5145.410969731352452,412395.625244513561483
268,Kippen,S20001826,1100.000000000000000,5429.842146118172423,541843.998491274542175
269,"Cowdenbeath, Lochgelly and Lumphinnans",S20001652,19330.000000000000000,26164.392866753933049,6689149.499560028314590
270,Kirkcaldy and Dysart,S20001827,50370.000000000000000,34820.141625264324830,19132306.081731598824263
271,Alloa and Sauchie,S20001552,20750.000000000000000,29245.904341209803533,7525134.785950099118054
272,Kelty,S20001802,6760.000000000000000,10383.507073654265696,1852286.832537635229528
273,Tullibody,S20002027,9240.000000000000000,10863.239465516113341,2727007.840967204421759
274,Coaltown of Wemyss,S20001643,710.000000000000000,2806.399533967281513,172513.082128907670267
275,Cardenden and Auchterderran,S20001625,5190.000000000000000,12963.338454910419387,1420619.544808331644163
276,Menstrie,S20001882,2870.000000000000000,6804.595934405392654,1328004.245398832717910
277,Alva,S20001555,4630.000000000000000,8334.170512659213273,1610126.875471652485430
278,Tillicoultry,S20002019,5910.000000000000000,12006.255728035037464,1815892.680383087368682
279,East Wemyss,S20001711,1930.000000000000000,6393.902821248928376,819123.439356421004049
280,Thornton,S20002015,2040.000000000000000,7110.928725093751382,546231.931468872586265
281,"Ballingry, Lochore and Crosshill",S20001581,5940.000000000000000,12074.231351184595042,1450916.709607597440481
282,Stirling,S20001992,49950.000000000000000,62621.696394389393390,20941167.022198799997568
283,Kinglassie,S20001815,1900.000000000000000,4602.160413003232861,494958.311099789978471
284,Dollar,S20001682,2840.000000000000000,9597.137629311915589,1284841.902391459327191
285,Thornhill (Stirling),S20002014,600.000000000000000,3631.226257960405746,304907.095996605174150
286,Elie and Earlsferry,S20001717,640.000000000000000,8647.543046778115240,547538.982406117138453
287,Crook of Devon,S20001660,760.000000000000000,8976.042191831222226,967151.400406406726688
288,Aberfoyle,S20001542,790.000000000000000,16569.634084742279811,1565361.087542793946341
289,St Monans,S20001988,1130.000000000000000,4074.959900184454909,357558.995960596657824
290,Doune,S20001685,2200.000000000000000,10145.643741094339930,1357506.678268263814971
291,Dunblane,S20001696,9310.000000000000000,14131.371818792074919,3894167.587045586202294
292,Pittenweem,S20001939,1450.000000000000000,5752.503613491172473,468881.367257282719947
293,"Methil, Leven and Buckhaven",S20001883,30730.000000000000000,34512.497807463339996,12548861.349505113437772
294,Kinnesswood,S20001823,540.000000000000000,3284.392769675079307,297806.232208705972880
295,Glenrothes,S20001762,44760.000000000000000,38076.074130576416792,22968610.550938580185175
296,Kinross,S20001824,5610.000000000000000,12451.195447529578814,2231371.449750023894012
297,"Lower Largo, Lundin Links and Upper Largo",S20001871,2390.000000000000000,10778.985852906040236,1534883.163039850303903
298,Anstruther,S20001560,3950.000000000000000,10969.350461013604217,1247255.524942065123469
299,Milnathort,S20001887,1950.000000000000000,6441.341343017485997,758553.922961839125492
300,Freuchie,S20001742,1250.000000000000000,5358.453102233151185,382178.208226071437821
301,Falkland,S20001726,1120.000000000000000,3782.250071390444191,453828.858119503769558
302,Crail,S20001655,1640.000000000000000,5407.297845341473476,693723.119226257549599
303,Kingskettle and Kettlebridge,S20001818,1020.000000000000000,4496.603969709490229,334453.449829473102000
304,Callander,S20001623,3080.000000000000000,9585.533506169418615,1757154.213072859914973
305,Blackford,S20001595,910.000000000000000,3878.320823727117840,445902.575728341413196
306,Inveraray,S20001791,570.000000000000000,6708.675649850858463,433630.896888053626753
307,Braco,S20001604,540.000000000000000,2872.434288983699844,223778.315788693405921
308,Strathmiglo,S20002000,870.000000000000000,3822.304273410592486,358258.459834243403748
309,Ladybank,S20001838,1430.000000000000000,5360.310356483675605,513227.723815807374194
310,Glenfarg,S20001759,700.000000000000000,4480.542646287910429,397850.293258624617010
311,Springfield,S20001980,1100.000000000000000,4320.677218087636902,306137.635066442482639
312,Ceres,S20001637,930.000000000000000,7019.676611854180919,474272.226092409749981
313,Auchtermuchty,S20001569,2070.000000000000000,8324.605952802314278,680032.554477185127325
314,Auchterarder,S20001568,5840.000000000000000,23231.559245363936498,2946891.708151863887906
315,Dunning,S20001702,950.000000000000000,5242.669318778704110,326867.405467387405224
316,Cupar,S20001669,8960.000000000000000,16005.581327328012776,3493752.258216193877161
317,Aberuthven,S20001546,500.000000000000000,3643.081468515968481,270704.957891460624523
318,Strathkinness,S20001999,790.000000000000000,4457.585195201160786,286043.513008751033340
319,Abernethy,S20001545,1390.000000000000000,6121.432520829185705,719291.089019489241764
320,Muthill,S20001901,730.000000000000000,4071.550199497024096,378433.860458194569219
321,St Andrews,S20001982,18410.000000000000000,19189.648420449531841,4922169.361505641601980
322,Bridge of Earn,S20001607,2920.000000000000000,9271.246472542108677,1173455.763877977617085
323,Newburgh (Fife),S20001911,2110.000000000000000,6449.252518908677303,635585.693579101818614
324,Forgandenny,S20001735,560.000000000000000,4986.476981153467023,346210.391222378006205
325,Balmullo,S20001583,1320.000000000000000,3805.757484218052468,626494.840112568344921
326,St Madoes and Glencarse,S20001987,1110.000000000000000,4825.918402865420830,419446.119181144400500
327,Leuchars and Guardbridge,S20001852,4000.000000000000000,18117.630674739204551,1661807.026379683753476
328,Comrie (Perth and Kinross),S20001648,1900.000000000000000,9483.109886389320309,1272243.558679464971647
329,Crieff,S20001657,7280.000000000000000,15560.875902251973457,3409228.926173988264054
330,Errol,S20001720,1490.000000000000000,3006.286659657734617,431594.981034195516258
331,Gauldry,S20001754,650.000000000000000,5068.790352976870054,425463.268263098376337
332,Methven,S20001885,1300.000000000000000,7741.758378690706195,787576.099876558524556
333,Perth,S20001935,47350.000000000000000,43003.382869769979152,17506964.253825563937426
334,Scone,S20001970,5030.000000000000000,8045.916029619658730,1870846.392154387664050
335,Almondbank,S20001553,1370.000000000000000,11590.129560031647998,1226871.255230042152107
336,Newport-on-Tay and Wormit,S20001915,4210.000000000000000,13952.029484935583241,1418411.290141138713807
337,Inchture,S20001786,1420.000000000000000,3180.458342968351189,446946.847928260802291
338,Tayport,S20002012,3750.000000000000000,8568.709473905782943,1291094.519997533410788
339,Longforgan,S20001866,1090.000000000000000,6785.569374833078655,627413.226351906894706
340,Luncarty,S20001873,1630.000000000000000,4695.827772312052730,778490.481748719350435
341,Oban,S20001925,8140.000000000000000,22061.727318223300244,3930408.978151435963809
342,Stanley,S20001989,1500.000000000000000,6032.744822252783706,660558.663249847013503
343,Liff,S20001854,1570.000000000000000,10491.766634529478324,781367.116646030452102
344,Killin,S20001807,740.000000000000000,8841.585464186693571,1034585.851580436225049
345,Dunbeg,S20001695,720.000000000000000,8495.070741352797995,815107.339790316880681
346,Dundee,S20001697,158820.000000000000000,64364.025799885646848,50145023.530961662530899
347,Birkhill and Muirhead,S20001592,2010.000000000000000,7123.980366628355114,1096113.988835997646675
348,Carnoustie,S20001630,11310.000000000000000,15920.879667987619541,3460196.131382424850017
349,Bankfoot,S20001586,1240.000000000000000,6501.595398701272643,573855.862999721430242
350,Wellbank,S20002036,610.000000000000000,2339.348458974863661,179829.577371615916491
351,Burrelton,S20001618,720.000000000000000,7442.750573948235797,535574.852289047907107
352,Murthly,S20001900,590.000000000000000,3430.398683933903612,386600.207155627897009
353,Coupar Angus,S20001651,2220.000000000000000,7582.844814423042408,975097.481728647835553
354,Newtyle,S20001920,680.000000000000000,4044.032847784724709,292957.786431128217373
355,Arbroath,S20001561,23500.000000000000000,18997.058029548075865,8175874.561321511864662
356,Dunkeld and Birnam,S20001700,1330.000000000000000,9718.279435222400934,1108434.677490461152047
357,Blairgowrie,S20001597,9240.000000000000000,19411.182278406919067,5056798.357968282885849
358,Letham,S20001851,1640.000000000000000,6024.446080781705859,1026951.351274102926254
359,Alyth,S20001556,2370.000000000000000,9530.128358495900102,1133783.487893268000335
360,Aberfeldy,S20001541,1940.000000000000000,7561.475315261126525,1318587.680977627635002
361,Friockheim,S20001743,1130.000000000000000,4131.203912252170085,413172.975937386625446
362,Forfar,S20001734,14120.000000000000000,21607.302347368204209,4957532.109948918223381
363,Kirriemuir,S20001836,6060.000000000000000,13390.401660904915843,2344089.385990705341101
364,Tobermory,S20002020,1000.000000000000000,8033.319795065351173,839451.683422586182132
365,Ballachulish,S20001579,620.000000000000000,7239.791159974833135,676955.764298374415375
366,Pitlochry,S20001937,2880.000000000000000,12235.436867905382314,2220534.979419967159629
367,"Montrose, Ferryden and Inchbraoch",S20001892,12950.000000000000000,20988.856594524757384,5022484.932087798602879
368,Brechin,S20001606,7230.000000000000000,10060.987116946107562,3074663.317580794449896
369,Hillside,S20001781,1140.000000000000000,8439.069002838119559,1523250.023353710304946
370,Kinlochleven,S20001821,760.000000000000000,6269.345666387209349,702469.426936679170467
371,St Cyrus,S20001985,1130.000000000000000,7177.622643491640702,462724.739822820760310
372,Johnshaven,S20001799,640.000000000000000,3979.169787261506372,225927.424321781116305
373,Edzell,S20001715,840.000000000000000,5086.459843506578181,465987.927156653837301
374,Gourdon,S20001764,850.000000000000000,6280.124092379010108,292754.092512453848030
375,Laurencekirk,S20001846,3140.000000000000000,9534.270660634638261,1338411.826670506736264
376,Inverbervie,S20001792,2300.000000000000000,4285.445842814248863,792839.481673568719998
377,Fort William,S20001738,10260.000000000000000,43843.364854563093104,9189105.371727630496025
378,Auchenblae,S20001565,520.000000000000000,4641.652652760007186,274881.389967345923651
379,Spean Bridge,S20001979,550.000000000000000,8108.239610072832875,1082802.695072284433991
380,Stonehaven,S20001993,11150.000000000000000,21592.565336512521753,5885167.754163059405982
381,Newtonhill,S20001917,3010.000000000000000,6140.790594581905680,1028569.028208471136168
382,Ballater,S20001580,1430.000000000000000,7573.621596399076225,925768.651640061172657
383,Banchory,S20001584,7440.000000000000000,16425.006162932062580,4249518.052548391744494
384,Mallaig,S20001876,660.000000000000000,8693.825797956444148,628106.275875605177134
385,Portlethen,S20001946,8940.000000000000000,21093.303158605096542,5430214.592639659531415
386,Drumoak,S20001688,910.000000000000000,4362.522517277307998,417325.737442857003771
387,Aboyne,S20001547,2920.000000000000000,12075.573151041597157,1986135.512321576941758
388,Newtonmore,S20001918,1120.000000000000000,8458.738835783618924,1345413.373155017849058
389,Marywell,S20001877,620.000000000000000,4827.305500996723822,902899.506596071878448
390,Kingussie,S20001820,1470.000000000000000,8265.263022568915403,1146419.584533763350919
391,Torphins,S20002022,1370.000000000000000,10527.211065125175082,1081152.383289732504636
392,Lumphanan,S20001872,520.000000000000000,4372.077346602502985,231798.837720752955647
393,Tarland,S20002010,690.000000000000000,5156.099976524302292,400066.420738841115963
394,Countesswells,S20001650,770.000000000000000,3104.309041921629159,362949.878934367327020
395,Westhill (Aberdeenshire),S20002041,12110.000000000000000,17045.507906309747341,5197240.911465643905103
396,Kingswells,S20001819,4850.000000000000000,11599.224462586887967,2070701.370030480204150
397,Fort Augustus,S20001737,620.000000000000000,8174.186211074027597,1043524.552295490168035
398,Blackburn (Aberdeenshire),S20001594,3050.000000000000000,6243.464080287538309,917688.471135944477282
399,"Aberdeen, Milltimber, and Peterculter",S20001539,220690.000000000000000,141654.111411907302681,75572769.256350189447403
400,Aviemore,S20001571,3230.000000000000000,10515.804091386768050,2580415.044007855001837
401,Potterton,S20001950,850.000000000000000,6894.860468350887459,407080.064164202660322
402,Alford,S20001550,2610.000000000000000,8016.709896269470846,1179145.723622272722423
403,Kintore,S20001825,4700.000000000000000,15534.470566970912841,2171356.229184383060783
404,Kemnay,S20001803,3890.000000000000000,10045.609506090462673,1490693.429685362614691
405,Balmedie,S20001582,2510.000000000000000,5870.220597152107985,940703.874967870651744
406,Kingseat (Aberdeenshire),S20001816,830.000000000000000,3090.346442727811336,376035.485621976316907
407,Newmachar,S20001913,2530.000000000000000,4988.415059110204311,669287.920864429557696
408,Nethy Bridge,S20001905,680.000000000000000,9855.247194236482756,791634.147828982910141
409,Inverurie,S20001796,14660.000000000000000,28899.970962204817624,6697893.757387438789010
410,Broadford,S20001610,1170.000000000000000,34988.626463286484068,7637794.226802827790380
411,Newburgh (Aberdeenshire),S20001910,1560.000000000000000,6260.804856785382981,633070.544275207328610
412,Pitmedden,S20001938,1400.000000000000000,3931.017111322173150,412494.603144898253959
413,Oldmeldrum,S20001927,3120.000000000000000,7315.698167127794477,1367273.257246453547850
414,Kyle of Lochalsh,S20001837,590.000000000000000,9853.186921972956043,963031.628411800600588
415,Grantown-on-Spey,S20001765,2510.000000000000000,8627.965483255726213,1336239.051624920917675
416,Insch,S20001789,2690.000000000000000,6837.453455481474521,1039172.724616063875146
417,Drumnadrochit,S20001687,1130.000000000000000,12217.227526769138422,1243397.493443990126252
418,Tarves,S20002011,1080.000000000000000,3434.313251515509819,362070.170009209890850
419,Ellon,S20001718,10070.000000000000000,17820.445377240921516,4983065.726151324808598
420,Rothienorman,S20001963,1080.000000000000000,3333.671578434199091,381375.671497607603669
421,Cruden Bay,S20001664,1570.000000000000000,7158.363902701570623,562694.404731891001575
422,Hatton of Cruden,S20001776,870.000000000000000,5703.280346738894877,348259.548259508621413
423,Methlick,S20001884,530.000000000000000,9979.355336089703997,1819052.613075548782945
424,Huntly,S20001785,4550.000000000000000,9490.865499649085905,2035242.475853632437065
425,Dufftown,S20001690,1590.000000000000000,7777.847242214551443,726318.011173097300343
426,Boddam,S20001599,1220.000000000000000,11291.521017101262260,749320.621340896352194
427,Aberlour,S20001544,1020.000000000000000,6889.861282488900542,831534.295440468937159
428,Portree,S20001948,2310.000000000000000,13174.970870554034263,2064716.325397337321192
429,Kirkhill,S20001830,750.000000000000000,4759.000881579590896,451172.108107045700308
430,Stuartfield,S20002004,870.000000000000000,3687.355783608576075,374787.819659501081333
431,Beauly,S20001588,1400.000000000000000,5700.592541520196392,745775.111699788249098
432,New Deer,S20001907,620.000000000000000,5076.195331255919882,272402.035948984441347
433,Inverness and Culloden,S20001795,63730.000000000000000,76265.700747750917799,31278731.658943910151720
434,Longside,S20001869,1030.000000000000000,3650.913863573917297,362311.840228819695767
435,Peterhead,S20001936,19060.000000000000000,33202.812208606752392,8181217.282873289659619
436,Maud,S20001879,910.000000000000000,5064.603919634305385,459566.262712023570202
437,North Kessock,S20001922,1290.000000000000000,6408.699033272916495,824155.155710062012076
438,Mintlaw,S20001890,2800.000000000000000,13226.108751050345745,1626426.587448328966275
439,Rothes,S20001961,1160.000000000000000,6303.563571684812814,605011.853991503245197
440,Cuminestown,S20001667,560.000000000000000,6400.177685190782540,305085.251330755418167
441,Turriff,S20002028,4700.000000000000000,11222.537283138613930,1825347.023333237506449
442,Muir of Ord,S20001898,2840.000000000000000,15250.688845481126918,1782842.777116532903165
443,Keith,S20001800,4610.000000000000000,9454.037474241053133,2245323.893249870277941
444,St Fergus,S20001986,740.000000000000000,3988.790322433450910,383216.167567981116008
445,Aberchirder,S20001538,1170.000000000000000,4635.889318820532026,470486.443428915867116
446,Auldearn,S20001570,720.000000000000000,2604.890443731755568,287159.689349977648817
447,Ardersier,S20001562,1140.000000000000000,4672.463561018508699,448605.533405886148103
448,Avoch,S20001572,1000.000000000000000,7360.818058593951719,512341.625833031372167
449,New Pitsligo,S20001908,1100.000000000000000,4762.790934283776551,398502.351351103628986
450,Strichen,S20002002,940.000000000000000,3708.417237195703365,333332.242677790112793
451,Fortrose,S20001740,1680.000000000000000,9322.830040837312481,1322346.894216458313167
452,Conon Bridge and Maryburgh,S20001649,3280.000000000000000,9177.209103354847684,1653064.708260393235832
453,Crimond,S20001658,870.000000000000000,3341.198026631921493,423570.331359498319216
454,South Forres,S20001977,540.000000000000000,2440.564296283831027,188545.209607472323114
455,Baile a'Mhanaich (Balivanich),S20001576,510.000000000000000,17019.226074305901420,4088200.966297637205571
456,Rosemarkie,S20001957,640.000000000000000,2706.366545571095685,266582.960547693597618
457,Nairn,S20001902,10190.000000000000000,22251.898677673536440,4763473.270920714363456
458,Strathpeffer,S20002001,1040.000000000000000,6784.853649384127493,734660.917318451800384
459,Fochabers,S20001733,1770.000000000000000,5161.135108398477314,827398.671474127215333
460,Forres,S20001736,9900.000000000000000,18182.276275579613866,4446157.298637841828167
461,Dingwall,S20001681,5360.000000000000000,17274.358437387149024,3969371.326782710384578
462,Mosstodloch,S20001896,980.000000000000000,4244.212207234617381,459876.373007265035994
463,Lhanbryde,S20001853,1830.000000000000000,5173.337653557235171,541911.795298092532903
464,Kinloss,S20001822,1440.000000000000000,7141.648287650893508,1129683.284953969297931
465,St Combs,S20001984,620.000000000000000,3339.291569333589905,355198.299280606384855
466,Elgin,S20001716,25040.000000000000000,19852.764226984039851,9852092.102297395467758
467,Portgordon,S20001944,790.000000000000000,4749.379473802982830,358090.618630779383238
468,Garmouth,S20001750,540.000000000000000,5428.969308291641937,297876.130501121748239
469,Banff,S20001585,4000.000000000000000,7693.373545078909046,1476106.272999761858955
470,Macduff,S20001874,3830.000000000000000,10720.305810345653299,1270145.855490119429305
471,Gardenstown,S20001747,560.000000000000000,5475.749731839262495,374744.087266304355580
472,Findhorn,S20001730,1030.000000000000000,8692.309895751253862,835865.441951792454347
473,Inverallochy and Cairnbulg,S20001790,1350.000000000000000,5120.423607618469759,506792.232898048125207
474,Whitehills,S20002045,990.000000000000000,4869.945636793172525,344596.347878450527787
475,Portsoy,S20001949,1690.000000000000000,7853.462171390659023,735595.998313564574346
476,Evanton,S20001722,1390.000000000000000,8837.535822850533805,1056939.626466694753617
477,Buckie,S20001615,9010.000000000000000,17185.417820593582292,3435837.284205467905849
478,Fraserburgh,S20001741,12570.000000000000000,17926.051795484931063,4909122.060609079897404
479,Cullen,S20001665,1390.000000000000000,5279.664875621692772,606469.655500538996421
480,Sandhaven,S20001967,860.000000000000000,3938.136274427510671,231533.858265168120852
481,Cromarty,S20001659,660.000000000000000,3738.931673094499729,368307.641048570105340
482,Rosehearty,S20001956,1230.000000000000000,7294.343082324509851,453440.085318482830189
483,Findochty,S20001731,1130.000000000000000,5423.154782412522763,407055.146544131042901
484,Portknockie,S20001945,1230.000000000000000,4786.974385372049255,401721.192828659259249
485,Burghead,S20001616,1840.000000000000000,5811.387495235366259,710988.269661361235194
486,Hopeman,S20001782,1710.000000000000000,6684.710326306595562,1362329.482988415053114
487,Alness,S20001554,5950.000000000000000,13010.638710502425965,2578962.166631659027189
488,Invergordon,S20001793,3930.000000000000000,14124.324223659697964,4149777.929031474515796
489,Lossiemouth,S20001870,6840.000000000000000,10191.177919839044989,2382810.242290586233139
490,Milton and Kildary,S20001888,640.000000000000000,5463.597604816717649,375601.072968584252521
491,Balintore,S20001578,1000.000000000000000,7247.403113970445702,494574.709806751401629
492,Gairloch,S20001744,610.000000000000000,19999.865857426906587,2742335.719943941570818
493,Tain,S20002007,3570.000000000000000,11139.143657651582544,2215287.668012572918087
494,Dornoch,S20001683,1430.000000000000000,8545.547244442133888,1636305.053214941872284
495,Ullapool,S20002030,1500.000000000000000,10784.892874197836136,1355624.221205597044900
496,Golspie,S20001763,1290.000000000000000,10827.640362316116807,1641929.775773922912776
497,Brora,S20001612,1210.000000000000000,9830.739015136723538,1278204.565721754683182
498,Steòrnabhagh (Stornoway),S20001990,7280.000000000000000,44411.862171591892547,8539680.309078250080347
499,Wick,S20002048,6870.000000000000000,29960.271567036248598,7880136.932026462629437
500,Halkirk,S20001772,950.000000000000000,8562.545007286504188,1124082.570221267640591
501,Castletown,S20001635,810.000000000000000,6516.346514975730315,560958.695037425844930
502,Thurso,S20002017,7390.000000000000000,14774.817516262452045,3209076.043035455048084
503,Stromness,S20002003,1790.000000000000000,12782.695941149715509,1046188.222886459319852
504,Kirkwall,S20001835,7500.000000000000000,23816.151832301162358,4284758.378260324709117
505,Finstown,S20001732,500.000000000000000,6506.916550902816198,499957.759935075882822
506,Scalloway,S20001969,1170.000000000000000,13391.873248747822799,1202473.898235961329192
507,Lerwick,S20001849,6760.000000000000000,36436.887862569725257,5103482.533733474090695
508,Brae,S20001605,750.000000000000000,13422.943210502722650,1564325.012182420119643
509,Kilwinning,S20001812,16100.000000000000000,16722.231201423332095,5195382.691477727144957
510,Kilbirnie,S20001804,7170.000000000000000,13729.840636454693595,2983003.950146608054638
511,Wemyss Bay,S20002037,2390.000000000000000,6064.644657466396893,842000.426710486528464
512,Innellan,S20001787,1140.000000000000000,16874.433443633366551,1589092.934999098302796
513,Hamilton,S20001774,84450.000000000000000,47826.856063285144046,29596806.013035271316767
